design,criteria,material,rating
spacecraft,corrosion resistant,Thermoset,5
spacecraft,corrosion resistant,Thermoset,1
spacecraft,corrosion resistant,Thermoset,9
spacecraft,corrosion resistant,Thermoset,3
spacecraft,corrosion resistant,Thermoset,6
spacecraft,corrosion resistant,Thermoset,4
spacecraft,corrosion resistant,Thermoset,9
spacecraft,corrosion resistant,Thermoset,9
spacecraft,corrosion resistant,Thermoset,5
spacecraft,corrosion resistant,Thermoset,6
spacecraft,corrosion resistant,Thermoset,8
spacecraft,corrosion resistant,Thermoset,5
spacecraft,corrosion resistant,Thermoset,2
spacecraft,corrosion resistant,Thermoset,6
spacecraft,corrosion resistant,Thermoset,3
spacecraft,corrosion resistant,Thermoset,5
spacecraft,corrosion resistant,Thermoset,8
spacecraft,corrosion resistant,Thermoset,3
spacecraft,corrosion resistant,Thermoset,9
spacecraft,corrosion resistant,Thermoset,1
spacecraft,corrosion resistant,Thermoset,1
spacecraft,corrosion resistant,Thermoset,3
spacecraft,corrosion resistant,Thermoset,8
spacecraft,corrosion resistant,Thermoset,10
spacecraft,corrosion resistant,Thermoset,5
spacecraft,corrosion resistant,Thermoset,10
spacecraft,corrosion resistant,Thermoset,6
spacecraft,corrosion resistant,Thermoset,3
spacecraft,corrosion resistant,Thermoset,7
spacecraft,corrosion resistant,Thermoset,4
spacecraft,corrosion resistant,Thermoset,3
spacecraft,corrosion resistant,Thermoset,10
spacecraft,corrosion resistant,Thermoset,5
spacecraft,corrosion resistant,Thermoset,7
spacecraft,corrosion resistant,Thermoset,0
spacecraft,corrosion resistant,Thermoset,8
spacecraft,corrosion resistant,Thermoset,1
spacecraft,corrosion resistant,Thermoset,7
spacecraft,corrosion resistant,Thermoset,6
spacecraft,corrosion resistant,Thermoset,2
spacecraft,corrosion resistant,Thermoset,7
spacecraft,corrosion resistant,Thermoset,10
spacecraft,corrosion resistant,Thermoset,8
spacecraft,corrosion resistant,Thermoset,0
spacecraft,corrosion resistant,Thermoset,8
spacecraft,corrosion resistant,Thermoset,8
spacecraft,corrosion resistant,Thermoset,6
spacecraft,corrosion resistant,Thermoset,5
spacecraft,corrosion resistant,Composite,0
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,5
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,0
spacecraft,corrosion resistant,Composite,6
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,6
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,5
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,4
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,5
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,2
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,6
spacecraft,corrosion resistant,Composite,5
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,4
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,5
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,6
spacecraft,corrosion resistant,Composite,4
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,6
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,7
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,8
spacecraft,corrosion resistant,Composite,6
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,10
spacecraft,corrosion resistant,Composite,9
spacecraft,corrosion resistant,Composite,0
spacecraft,high strength,Steel,0
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,3
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,6
spacecraft,high strength,Steel,9
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,3
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,9
spacecraft,high strength,Steel,1
spacecraft,high strength,Steel,9
spacecraft,high strength,Steel,5
spacecraft,high strength,Steel,1
spacecraft,high strength,Steel,6
spacecraft,high strength,Steel,1
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,5
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,6
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,9
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,4
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,0
spacecraft,high strength,Steel,5
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,6
spacecraft,high strength,Steel,4
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,3
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,6
spacecraft,high strength,Steel,2
spacecraft,high strength,Steel,6
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,9
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,0
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,7
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,10
spacecraft,high strength,Steel,4
spacecraft,high strength,Steel,8
spacecraft,high strength,Steel,9
spacecraft,high strength,Aluminium,0
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,8
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,8
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,10
spacecraft,high strength,Aluminium,4
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,8
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,4
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,10
spacecraft,high strength,Aluminium,8
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,8
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,4
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,10
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,3
spacecraft,high strength,Aluminium,3
spacecraft,high strength,Aluminium,3
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,7
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,3
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,8
spacecraft,high strength,Aluminium,3
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,8
spacecraft,high strength,Aluminium,10
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Aluminium,10
spacecraft,high strength,Aluminium,9
spacecraft,high strength,Aluminium,3
spacecraft,high strength,Aluminium,0
spacecraft,high strength,Aluminium,10
spacecraft,high strength,Aluminium,0
spacecraft,high strength,Aluminium,6
spacecraft,high strength,Aluminium,5
spacecraft,high strength,Titanium,0
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,7
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,6
spacecraft,high strength,Titanium,6
spacecraft,high strength,Titanium,7
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,5
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,4
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,7
spacecraft,high strength,Titanium,3
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,8
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,5
spacecraft,high strength,Titanium,10
spacecraft,high strength,Titanium,2
spacecraft,high strength,Titanium,9
spacecraft,high strength,Titanium,10
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,5
spacecraft,high strength,Glass,10
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,4
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,4
spacecraft,high strength,Glass,4
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,6
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,5
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,5
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,4
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,6
spacecraft,high strength,Glass,5
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,9
spacecraft,high strength,Glass,2
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,5
spacecraft,high strength,Glass,5
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,0
spacecraft,high strength,Glass,1
spacecraft,high strength,Glass,3
spacecraft,high strength,Glass,5
spacecraft,high strength,Glass,0
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,7
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,6
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,5
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,5
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,6
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,4
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,4
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,6
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,4
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,7
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,2
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,1
spacecraft,high strength,Wood,0
spacecraft,high strength,Wood,3
spacecraft,high strength,Wood,1
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,5
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,5
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,8
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,5
spacecraft,high strength,Thermoplastic,8
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,2
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,5
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,5
spacecraft,high strength,Thermoplastic,2
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,5
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,2
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,8
spacecraft,high strength,Thermoplastic,4
spacecraft,high strength,Thermoplastic,3
spacecraft,high strength,Thermoplastic,8
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,7
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,10
spacecraft,high strength,Thermoplastic,0
spacecraft,high strength,Thermoplastic,1
spacecraft,high strength,Thermoplastic,6
spacecraft,high strength,Thermoplastic,2
spacecraft,high strength,Thermoplastic,5
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,9
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,2
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,7
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,4
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,2
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,4
spacecraft,high strength,Elastomer,2
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,2
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,2
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,2
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,4
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,5
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,5
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,4
spacecraft,high strength,Elastomer,2
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,6
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,9
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,6
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,10
spacecraft,high strength,Elastomer,0
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,1
spacecraft,high strength,Elastomer,3
spacecraft,high strength,Elastomer,5
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,9
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,8
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,4
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,6
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,6
spacecraft,high strength,Thermoset,8
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,10
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,8
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,4
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,8
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,10
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,6
spacecraft,high strength,Thermoset,4
spacecraft,high strength,Thermoset,4
spacecraft,high strength,Thermoset,9
spacecraft,high strength,Thermoset,7
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,7
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,9
spacecraft,high strength,Thermoset,0
spacecraft,high strength,Thermoset,1
spacecraft,high strength,Thermoset,2
spacecraft,high strength,Thermoset,3
spacecraft,high strength,Thermoset,5
spacecraft,high strength,Composite,0
spacecraft,high strength,Composite,8
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,6
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,6
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,8
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,4
spacecraft,high strength,Composite,6
spacecraft,high strength,Composite,6
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,5
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,8
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,2
spacecraft,high strength,Composite,8
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,6
spacecraft,high strength,Composite,8
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,2
spacecraft,high strength,Composite,0
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,6
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,5
spacecraft,high strength,Composite,3
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,7
spacecraft,high strength,Composite,3
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,1
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,5
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,8
spacecraft,high strength,Composite,10
spacecraft,high strength,Composite,9
spacecraft,high strength,Composite,8
spacecraft,high strength,Composite,0
underwater,lightweight,Steel,0
underwater,lightweight,Steel,7
underwater,lightweight,Steel,7
underwater,lightweight,Steel,2
underwater,lightweight,Steel,9
underwater,lightweight,Steel,6
underwater,lightweight,Steel,3
underwater,lightweight,Steel,6
underwater,lightweight,Steel,1
underwater,lightweight,Steel,0
underwater,lightweight,Steel,1
underwater,lightweight,Steel,6
underwater,lightweight,Steel,5
underwater,lightweight,Steel,1
underwater,lightweight,Steel,5
underwater,lightweight,Steel,2
underwater,lightweight,Steel,1
underwater,lightweight,Steel,1
underwater,lightweight,Steel,4
underwater,lightweight,Steel,0
underwater,lightweight,Steel,1
underwater,lightweight,Steel,1
underwater,lightweight,Steel,1
underwater,lightweight,Steel,2
underwater,lightweight,Steel,2
underwater,lightweight,Steel,4
underwater,lightweight,Steel,2
underwater,lightweight,Steel,4
underwater,lightweight,Steel,5
underwater,lightweight,Steel,4
underwater,lightweight,Steel,6
underwater,lightweight,Steel,5
underwater,lightweight,Steel,1
underwater,lightweight,Steel,5
underwater,lightweight,Steel,2
underwater,lightweight,Steel,3
underwater,lightweight,Steel,4
underwater,lightweight,Steel,6
underwater,lightweight,Steel,1
underwater,lightweight,Steel,0
underwater,lightweight,Steel,6
underwater,lightweight,Steel,2
underwater,lightweight,Steel,5
underwater,lightweight,Steel,1
underwater,lightweight,Steel,10
underwater,lightweight,Steel,3
underwater,lightweight,Steel,8
underwater,lightweight,Steel,2
underwater,lightweight,Steel,3
underwater,lightweight,Steel,8
underwater,lightweight,Steel,5
underwater,lightweight,Steel,1
underwater,lightweight,Steel,7
underwater,lightweight,Steel,2
underwater,lightweight,Steel,0
underwater,lightweight,Steel,4
underwater,lightweight,Steel,7
underwater,lightweight,Steel,8
underwater,lightweight,Steel,0
underwater,lightweight,Steel,0
underwater,lightweight,Steel,2
underwater,lightweight,Steel,5
underwater,lightweight,Steel,5
underwater,lightweight,Steel,10
underwater,lightweight,Steel,0
underwater,lightweight,Steel,1
underwater,lightweight,Steel,5
underwater,lightweight,Aluminium,0
underwater,lightweight,Aluminium,8
underwater,lightweight,Aluminium,3
underwater,lightweight,Aluminium,7
underwater,lightweight,Aluminium,6
underwater,lightweight,Aluminium,9
underwater,lightweight,Aluminium,7
underwater,lightweight,Aluminium,10
underwater,lightweight,Aluminium,5
underwater,lightweight,Aluminium,8
underwater,lightweight,Aluminium,5
